CountryCode,CountryName,IndicatorCode,IndicatorName,Year,Value
DE,Germany,FP.CPI.TOTL.ZG,Inflation (%),2025,2.17178770949721
DE,Germany,FP.CPI.TOTL.ZG,Inflation (%),2024,2.2564981433876
DE,Germany,FP.CPI.TOTL.ZG,Inflation (%),2023,5.94643667725823
DE,Germany,FP.CPI.TOTL.ZG,Inflation (%),2022,6.87257438551097
DE,Germany,FP.CPI.TOTL.ZG,Inflation (%),2021,3.06666666666673
DE,Germany,FP.CPI.TOTL.ZG,Inflation (%),2020,0.144877925813982
GB,United Kingdom,FP.CPI.TOTL.ZG,Inflation (%),2025,3.88306881626
GB,United Kingdom,FP.CPI.TOTL.ZG,Inflation (%),2024,3.2715729463592
GB,United Kingdom,FP.CPI.TOTL.ZG,Inflation (%),2023,6.79396706793963
GB,United Kingdom,FP.CPI.TOTL.ZG,Inflation (%),2022,7.92204883147902
GB,United Kingdom,FP.CPI.TOTL.ZG,Inflation (%),2021,2.51837109614213
GB,United Kingdom,FP.CPI.TOTL.ZG,Inflation (%),2020,0.989486703772491
IN,India,FP.CPI.TOTL.ZG,Inflation (%),2025,2.39884954182294
IN,India,FP.CPI.TOTL.ZG,Inflation (%),2024,4.95303550973661
IN,India,FP.CPI.TOTL.ZG,Inflation (%),2023,5.64914318907925
IN,India,FP.CPI.TOTL.ZG,Inflation (%),2022,6.69903414079858
IN,India,FP.CPI.TOTL.ZG,Inflation (%),2021,5.13140747176364
IN,India,FP.CPI.TOTL.ZG,Inflation (%),2020,6.6234367762853
JP,Japan,FP.CPI.TOTL.ZG,Inflation (%),2025,3.17253034260248
JP,Japan,FP.CPI.TOTL.ZG,Inflation (%),2024,2.73853681635241
JP,Japan,FP.CPI.TOTL.ZG,Inflation (%),2023,3.26813365933163
JP,Japan,FP.CPI.TOTL.ZG,Inflation (%),2022,2.49770278172255
JP,Japan,FP.CPI.TOTL.ZG,Inflation (%),2021,-0.233352779398264
JP,Japan,FP.CPI.TOTL.ZG,Inflation (%),2020,-0.024995834027731
SG,Singapore,FP.CPI.TOTL.ZG,Inflation (%),2025,0.902998495002676
SG,Singapore,FP.CPI.TOTL.ZG,Inflation (%),2024,2.38951123595017
SG,Singapore,FP.CPI.TOTL.ZG,Inflation (%),2023,4.83372362825798
SG,Singapore,FP.CPI.TOTL.ZG,Inflation (%),2022,6.13095418919732
SG,Singapore,FP.CPI.TOTL.ZG,Inflation (%),2021,2.31610315765146
SG,Singapore,FP.CPI.TOTL.ZG,Inflation (%),2020,-0.172111865925382
US,United States,FP.CPI.TOTL.ZG,Inflation (%),2025,
US,United States,FP.CPI.TOTL.ZG,Inflation (%),2024,2.94952520485207
US,United States,FP.CPI.TOTL.ZG,Inflation (%),2023,4.11633838374488
US,United States,FP.CPI.TOTL.ZG,Inflation (%),2022,8.00279982052121
US,United States,FP.CPI.TOTL.ZG,Inflation (%),2021,4.69785886363742
US,United States,FP.CPI.TOTL.ZG,Inflation (%),2020,1.23358439630629
ZA,South Africa,FP.CPI.TOTL.ZG,Inflation (%),2025,3.20550474112603
ZA,South Africa,FP.CPI.TOTL.ZG,Inflation (%),2024,4.36115246518962
ZA,South Africa,FP.CPI.TOTL.ZG,Inflation (%),2023,6.0752438457966
ZA,South Africa,FP.CPI.TOTL.ZG,Inflation (%),2022,7.03987272546482
ZA,South Africa,FP.CPI.TOTL.ZG,Inflation (%),2021,4.61874544887136
ZA,South Africa,FP.CPI.TOTL.ZG,Inflation (%),2020,3.23238831615113
AE,United Arab Emirates,SL.UEM.TOTL.ZS,Unemployment (%),2025,2.174
AE,United Arab Emirates,SL.UEM.TOTL.ZS,Unemployment (%),2024,2.16
AE,United Arab Emirates,SL.UEM.TOTL.ZS,Unemployment (%),2023,2.151
AE,United Arab Emirates,SL.UEM.TOTL.ZS,Unemployment (%),2022,2.872
AE,United Arab Emirates,SL.UEM.TOTL.ZS,Unemployment (%),2021,3.105
AE,United Arab Emirates,SL.UEM.TOTL.ZS,Unemployment (%),2020,4.294
BR,Brazil,SL.UEM.TOTL.ZS,Unemployment (%),2025,5.97
BR,Brazil,SL.UEM.TOTL.ZS,Unemployment (%),2024,6.801
BR,Brazil,SL.UEM.TOTL.ZS,Unemployment (%),2023,7.947
BR,Brazil,SL.UEM.TOTL.ZS,Unemployment (%),2022,9.231
BR,Brazil,SL.UEM.TOTL.ZS,Unemployment (%),2021,13.158
BR,Brazil,SL.UEM.TOTL.ZS,Unemployment (%),2020,13.697
CN,China,SL.UEM.TOTL.ZS,Unemployment (%),2025,4.615
CN,China,SL.UEM.TOTL.ZS,Unemployment (%),2024,4.59
CN,China,SL.UEM.TOTL.ZS,Unemployment (%),2023,4.67
CN,China,SL.UEM.TOTL.ZS,Unemployment (%),2022,4.98
CN,China,SL.UEM.TOTL.ZS,Unemployment (%),2021,4.55
CN,China,SL.UEM.TOTL.ZS,Unemployment (%),2020,5.0
DE,Germany,SL.UEM.TOTL.ZS,Unemployment (%),2025,3.711
DE,Germany,SL.UEM.TOTL.ZS,Unemployment (%),2024,3.4
DE,Germany,SL.UEM.TOTL.ZS,Unemployment (%),2023,3.071
DE,Germany,SL.UEM.TOTL.ZS,Unemployment (%),2022,3.137
DE,Germany,SL.UEM.TOTL.ZS,Unemployment (%),2021,3.594
DE,Germany,SL.UEM.TOTL.ZS,Unemployment (%),2020,3.881
GB,United Kingdom,SL.UEM.TOTL.ZS,Unemployment (%),2025,4.746
GB,United Kingdom,SL.UEM.TOTL.ZS,Unemployment (%),2024,4.361
GB,United Kingdom,SL.UEM.TOTL.ZS,Unemployment (%),2023,4.025
GB,United Kingdom,SL.UEM.TOTL.ZS,Unemployment (%),2022,3.768
GB,United Kingdom,SL.UEM.TOTL.ZS,Unemployment (%),2021,4.864
GB,United Kingdom,SL.UEM.TOTL.ZS,Unemployment (%),2020,4.472
IN,India,SL.UEM.TOTL.ZS,Unemployment (%),2025,4.219
IN,India,SL.UEM.TOTL.ZS,Unemployment (%),2024,4.173
IN,India,SL.UEM.TOTL.ZS,Unemployment (%),2023,4.172
IN,India,SL.UEM.TOTL.ZS,Unemployment (%),2022,4.822
IN,India,SL.UEM.TOTL.ZS,Unemployment (%),2021,6.38
IN,India,SL.UEM.TOTL.ZS,Unemployment (%),2020,7.859
JP,Japan,SL.UEM.TOTL.ZS,Unemployment (%),2025,2.451
JP,Japan,SL.UEM.TOTL.ZS,Unemployment (%),2024,2.5
JP,Japan,SL.UEM.TOTL.ZS,Unemployment (%),2023,2.6
JP,Japan,SL.UEM.TOTL.ZS,Unemployment (%),2022,2.614
JP,Japan,SL.UEM.TOTL.ZS,Unemployment (%),2021,2.808
JP,Japan,SL.UEM.TOTL.ZS,Unemployment (%),2020,2.809
SG,Singapore,SL.UEM.TOTL.ZS,Unemployment (%),2025,2.818
SG,Singapore,SL.UEM.TOTL.ZS,Unemployment (%),2024,2.737
SG,Singapore,SL.UEM.TOTL.ZS,Unemployment (%),2023,3.444
SG,Singapore,SL.UEM.TOTL.ZS,Unemployment (%),2022,3.591
SG,Singapore,SL.UEM.TOTL.ZS,Unemployment (%),2021,4.64
SG,Singapore,SL.UEM.TOTL.ZS,Unemployment (%),2020,4.1
US,United States,SL.UEM.TOTL.ZS,Unemployment (%),2025,4.198
US,United States,SL.UEM.TOTL.ZS,Unemployment (%),2024,4.022
US,United States,SL.UEM.TOTL.ZS,Unemployment (%),2023,3.638
US,United States,SL.UEM.TOTL.ZS,Unemployment (%),2022,3.65
US,United States,SL.UEM.TOTL.ZS,Unemployment (%),2021,5.349
US,United States,SL.UEM.TOTL.ZS,Unemployment (%),2020,8.055
ZA,South Africa,SL.UEM.TOTL.ZS,Unemployment (%),2025,32.391
ZA,South Africa,SL.UEM.TOTL.ZS,Unemployment (%),2024,32.279
ZA,South Africa,SL.UEM.TOTL.ZS,Unemployment (%),2023,32.098
ZA,South Africa,SL.UEM.TOTL.ZS,Unemployment (%),2022,33.268
ZA,South Africa,SL.UEM.TOTL.ZS,Unemployment (%),2021,34.007
ZA,South Africa,SL.UEM.TOTL.ZS,Unemployment (%),2020,29.217
AE,United Arab Emirates,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
AE,United Arab Emirates,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,1.27158921671582
AE,United Arab Emirates,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,1.49444647701173
AE,United Arab Emirates,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,0.907809297881396
AE,United Arab Emirates,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,1.57508528702397
AE,United Arab Emirates,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,-0.158257983947341
BR,Brazil,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
BR,Brazil,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,1.52640208253162
BR,Brazil,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,-0.508795535226929
BR,Brazil,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,0.404972063324474
BR,Brazil,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,2.68673261538923
BR,Brazil,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,-3.57855007970056
CN,China,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
CN,China,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,
CN,China,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2023,
CN,China,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2022,
CN,China,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2021,
CN,China,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2020,
DE,Germany,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2025,
DE,Germany,GC.AST.TOTL.GD.ZS,Govt Debt (% of GDP),2024,
